Distance to run: 100, step: 1
10558:(x,y) = (69.0469 , -14.6159)
10559:(x,y) = (69.9457 , -15.0542)
10560:(x,y) = (69.8065 , -14.064)
10561:(x,y) = (69.1772 , -13.2868)
10562:(x,y) = (68.9523 , -14.2612)
10563:(x,y) = (68.2576 , -14.9805)
10564:(x,y) = (67.259 , -15.0329)
10565:(x,y) = (67.5346 , -14.0716)
10566:(x,y) = (68.4092 , -14.5564)
10567:(x,y) = (67.5432 , -15.0564)
10568:(x,y) = (68.5309 , -14.9)
10569:(x,y) = (67.6037 , -14.5254)
10570:(x,y) = (68.594 , -14.6645)
10571:(x,y) = (69.5075 , -15.0713)
10572:(x,y) = (69.0075 , -15.9373)
10573:(x,y) = (68.2882 , -16.632)
10574:(x,y) = (68.3579 , -17.6295)
10575:(x,y) = (68.4103 , -18.6281)
10576:(x,y) = (69.0923 , -19.3595)
10577:(x,y) = (69.7351 , -20.1255)
10578:(x,y) = (69.4095 , -21.0711)
10579:(x,y) = (69.8162 , -20.1575)
10580:(x,y) = (68.9591 , -19.6425)
10581:(x,y) = (69.7138 , -18.9864)
10582:(x,y) = (70.71 , -19.0736)
10583:(x,y) = (71.3791 , -18.3304)
10584:(x,y) = (70.3888 , -18.4696)
10585:(x,y) = (70.6812 , -17.5133)
10586:(x,y) = (71.6556 , -17.7383)
10587:(x,y) = (71.33 , -16.7927)
10588:(x,y) = (71.2428 , -15.7965)
10589:(x,y) = (70.258 , -15.9702)
10590:(x,y) = (70.9774 , -16.6648)
10591:(x,y) = (70.003 , -16.8898)
10592:(x,y) = (69.0214 , -17.0806)
10593:(x,y) = (68.1827 , -17.6252)
10594:(x,y) = (68.6978 , -16.7681)
10595:(x,y) = (68.291 , -17.6816)
10596:(x,y) = (67.3574 , -17.3233)
10597:(x,y) = (68.2235 , -16.8233)
10598:(x,y) = (68.1189 , -15.8287)
10599:(x,y) = (67.1408 , -15.6208)
10600:(x,y) = (66.1531 , -15.7773)
10601:(x,y) = (66.9302 , -16.4066)
10602:(x,y) = (67.8915 , -16.1309)
10603:(x,y) = (68.4065 , -16.9881)
10604:(x,y) = (68.9512 , -16.1494)
10605:(x,y) = (69.3095 , -17.083)
10606:(x,y) = (69.3619 , -16.0844)
10607:(x,y) = (70.3467 , -15.9107)
10608:(x,y) = (69.956 , -14.9902)
10609:(x,y) = (69.0899 , -15.4902)
10610:(x,y) = (69.7056 , -16.2782)
10611:(x,y) = (69.0109 , -15.5589)
10612:(x,y) = (68.4663 , -14.7202)
10613:(x,y) = (67.4701 , -14.6331)
10614:(x,y) = (66.4715 , -14.6854)
10615:(x,y) = (67.1275 , -15.4401)
10616:(x,y) = (66.7692 , -16.3737)
10617:(x,y) = (65.7844 , -16.2001)
10618:(x,y) = (66.159 , -17.1272)
10619:(x,y) = (65.3499 , -17.715)
10620:(x,y) = (64.7343 , -18.503)
10621:(x,y) = (64.3597 , -19.4302)
10622:(x,y) = (65.0157 , -18.6755)
10623:(x,y) = (65.4384 , -19.5818)
10624:(x,y) = (66.3294 , -20.0358)
10625:(x,y) = (67.2691 , -20.3778)
10626:(x,y) = (67.8568 , -19.5688)
10627:(x,y) = (67.1877 , -18.8257)
10628:(x,y) = (66.7182 , -19.7086)
10629:(x,y) = (67.6454 , -19.334)
10630:(x,y) = (66.6552 , -19.1948)
10631:(x,y) = (67.1998 , -20.0335)
10632:(x,y) = (68.1561 , -20.3259)
10633:(x,y) = (67.1684 , -20.4823)
10634:(x,y) = (66.7144 , -19.5913)
10635:(x,y) = (67.4691 , -18.9352)
10636:(x,y) = (68.4594 , -19.0744)
10637:(x,y) = (67.5459 , -19.4812)
10638:(x,y) = (67.7708 , -20.4555)
10639:(x,y) = (67.512 , -19.4896)
10640:(x,y) = (68.0998 , -18.6806)
10641:(x,y) = (67.4841 , -19.4686)
10642:(x,y) = (66.9691 , -20.3258)
10643:(x,y) = (65.9704 , -20.2734)
10644:(x,y) = (66.1269 , -21.2611)
10645:(x,y) = (66.5963 , -20.3782)
10646:(x,y) = (67.5963 , -20.3782)
10647:(x,y) = (66.6182 , -20.1703)
10648:(x,y) = (66.3594 , -19.2043)
10649:(x,y) = (66.734 , -20.1315)
10650:(x,y) = (67.6475 , -19.7248)
10651:(x,y) = (66.7729 , -20.2096)
10652:(x,y) = (67.3747 , -19.4109)
10653:(x,y) = (67.9483 , -20.2301)
10654:(x,y) = (68.9046 , -19.9377)
10655:(x,y) = (69.8034 , -19.4994)
10656:(x,y) = (70.0622 , -20.4653)
10657:(x,y) = (70.3878 , -19.5198)
10658:(x,y) = (69.4542 , -19.1614)
10659:(x,y) = (70.2203 , -18.5186)
10660:(x,y) = (70.1679 , -17.52)
10661:(x,y) = (71.0425 , -18.0048)
10662:(x,y) = (71.9988 , -18.2972)
10663:(x,y) = (72.2238 , -17.3228)
10664:(x,y) = (73.0718 , -16.7929)
10665:(x,y) = (72.8982 , -15.8081)
10666:(x,y) = (73.883 , -15.9817)
10667:(x,y) = (74.7965 , -15.575)
10668:(x,y) = (75.3557 , -16.404)
10669:(x,y) = (75.4081 , -17.4026)
10670:(x,y) = (74.7788 , -16.6255)
10671:(x,y) = (74.136 , -17.3915)
10672:(x,y) = (75.0923 , -17.0992)
10673:(x,y) = (76.08 , -16.9427)
10674:(x,y) = (76.2364 , -17.9304)
10675:(x,y) = (75.2548 , -17.7396)
10676:(x,y) = (75.7994 , -18.5783)
10677:(x,y) = (75.9558 , -19.566)
10678:(x,y) = (76.8763 , -19.9567)
10679:(x,y) = (77.05 , -20.9415)
10680:(x,y) = (77.1545 , -19.947)
10681:(x,y) = (76.5667 , -20.756)
10682:(x,y) = (75.9239 , -19.99)
10683:(x,y) = (75.1926 , -19.308)
10684:(x,y) = (75.8219 , -18.5308)
10685:(x,y) = (74.9832 , -17.9862)
10686:(x,y) = (75.8024 , -17.4126)
10687:(x,y) = (74.9278 , -17.8974)
10688:(x,y) = (74.1398 , -18.5131)
10689:(x,y) = (74.5465 , -17.5995)
10690:(x,y) = (74.1881 , -18.5331)
10691:(x,y) = (74.8442 , -19.2878)
10692:(x,y) = (74.8442 , -20.2878)
10693:(x,y) = (74.2285 , -21.0758)
10694:(x,y) = (74.0549 , -22.0606)
10695:(x,y) = (74.5848 , -22.9087)
10696:(x,y) = (73.6785 , -23.3313)
10697:(x,y) = (73.1486 , -22.4833)
10698:(x,y) = (73.9872 , -23.0279)
10699:(x,y) = (74.9208 , -22.6695)
10700:(x,y) = (74.8859 , -23.6689)
10701:(x,y) = (75.734 , -24.1988)
10702:(x,y) = (75.425 , -25.1499)
10703:(x,y) = (75.6838 , -26.1158)
10704:(x,y) = (74.8092 , -26.6006)
10705:(x,y) = (75.5405 , -25.9186)
10706:(x,y) = (75.4708 , -24.9211)
10707:(x,y) = (74.5797 , -24.4671)
10708:(x,y) = (75.3784 , -25.0689)
10709:(x,y) = (75.9376 , -25.8979)
10710:(x,y) = (76.5112 , -26.7171)
10711:(x,y) = (76.6676 , -27.7048)
10712:(x,y) = (77.3104 , -26.9387)
10713:(x,y) = (77.5692 , -25.9728)
10714:(x,y) = (77.8782 , -26.9239)
10715:(x,y) = (78.7692 , -27.3778)
10716:(x,y) = (78.6995 , -26.3803)
10717:(x,y) = (77.7335 , -26.6391)
10718:(x,y) = (76.7341 , -26.674)
10719:(x,y) = (77.4033 , -27.4171)
10720:(x,y) = (77.2641 , -28.4074)
10721:(x,y) = (77.5897 , -27.4619)
10722:(x,y) = (76.8703 , -26.7672)
10723:(x,y) = (75.8801 , -26.6281)
10724:(x,y) = (74.8825 , -26.5583)
10725:(x,y) = (74.8476 , -27.5577)
10726:(x,y) = (74.4409 , -26.6442)
10727:(x,y) = (75.3744 , -26.2858)
10728:(x,y) = (76.2316 , -25.7707)
10729:(x,y) = (76.9136 , -26.5021)
10730:(x,y) = (76.9834 , -27.4997)
10731:(x,y) = (77.4682 , -28.3743)
10732:(x,y) = (76.5694 , -27.9359)
10733:(x,y) = (77.3574 , -27.3203)
10734:(x,y) = (77.2529 , -26.3257)
10735:(x,y) = (78.2515 , -26.2734)
10736:(x,y) = (78.3907 , -25.2831)
10737:(x,y) = (78.8447 , -24.3921)
10738:(x,y) = (79.7276 , -23.9226)
10739:(x,y) = (79.8495 , -24.9152)
10740:(x,y) = (79.3344 , -25.7724)
10741:(x,y) = (80.2332 , -26.2107)
10742:(x,y) = (80.6078 , -25.2835)
10743:(x,y) = (80.9334 , -26.2291)
10744:(x,y) = (81.1242 , -27.2107)
10745:(x,y) = (82.1218 , -27.2804)
10746:(x,y) = (81.9826 , -28.2707)
10747:(x,y) = (82.9439 , -27.9951)
10748:(x,y) = (81.9622 , -28.1859)
10749:(x,y) = (82.6936 , -28.8679)
10750:(x,y) = (83.5416 , -29.3978)
10751:(x,y) = (83.4893 , -28.3992)
10752:(x,y) = (84.3723 , -27.9297)
10753:(x,y) = (85.2858 , -28.3364)
10754:(x,y) = (84.5544 , -27.6544)
10755:(x,y) = (84.7964 , -26.6841)
10756:(x,y) = (84.3737 , -27.5905)
10757:(x,y) = (84.0647 , -28.5415)
10758:(x,y) = (84.9219 , -29.0566)
10759:(x,y) = (84.0739 , -28.5266)
10760:(x,y) = (84.2988 , -27.5523)
10761:(x,y) = (83.8604 , -28.4511)
10762:(x,y) = (83.9128 , -27.4524)
10763:(x,y) = (83.2834 , -28.2296)
10764:(x,y) = (82.3847 , -27.7912)
10765:(x,y) = (81.386 , -27.8435)
10766:(x,y) = (81.0937 , -26.8872)
10767:(x,y) = (80.5345 , -27.7163)
10768:(x,y) = (80.065 , -26.8333)
10769:(x,y) = (79.3579 , -26.1262)
10770:(x,y) = (80.2642 , -25.7036)
10771:(x,y) = (81.2628 , -25.7559)
10772:(x,y) = (82.2083 , -26.0815)
10773:(x,y) = (82.156 , -25.0829)
10774:(x,y) = (82.4316 , -26.0441)
10775:(x,y) = (82.3098 , -27.0367)
10776:(x,y) = (82.3272 , -26.0368)
10777:(x,y) = (82.812 , -25.1622)
10778:(x,y) = (82.9685 , -26.1499)
10779:(x,y) = (82.0775 , -25.6959)
10780:(x,y) = (81.7354 , -26.6356)
10781:(x,y) = (81.2506 , -25.761)
10782:(x,y) = (80.7812 , -24.878)
10783:(x,y) = (79.9151 , -24.378)
10784:(x,y) = (79.8106 , -23.3835)
10785:(x,y) = (79.5687 , -24.3538)
10786:(x,y) = (78.8867 , -25.0852)
10787:(x,y) = (78.048 , -25.6298)
10788:(x,y) = (78.9877 , -25.2878)
10789:(x,y) = (78.0264 , -25.5634)
10790:(x,y) = (79.0263 , -25.546)
10791:(x,y) = (78.9044 , -24.5534)
10792:(x,y) = (79.5736 , -25.2966)
10793:(x,y) = (79.6085 , -24.2972)
10794:(x,y) = (78.6749 , -24.6555)
10795:(x,y) = (79.6085 , -25.0139)
10796:(x,y) = (78.8098 , -24.4121)
10797:(x,y) = (79.4255 , -25.2001)
10798:(x,y) = (78.6063 , -25.7737)
10799:(x,y) = (78.4672 , -26.764)
10800:(x,y) = (79.1743 , -27.4711)
10801:(x,y) = (78.7835 , -26.5506)
10802:(x,y) = (78.5927 , -27.5322)
10803:(x,y) = (77.6111 , -27.3414)
10804:(x,y) = (76.7123 , -27.7797)
10805:(x,y) = (77.2422 , -26.9317)
10806:(x,y) = (77.5512 , -25.9806)
10807:(x,y) = (76.5731 , -25.7727)
10808:(x,y) = (77.5608 , -25.9292)
10809:(x,y) = (78.5485 , -26.0856)
10810:(x,y) = (79.3256 , -26.7149)
10811:(x,y) = (78.8408 , -27.5895)
10812:(x,y) = (79.7919 , -27.8986)
10813:(x,y) = (79.9827 , -26.9169)
10814:(x,y) = (80.8398 , -26.4019)
10815:(x,y) = (81.0477 , -25.4237)
10816:(x,y) = (80.1567 , -25.8777)
10817:(x,y) = (79.5139 , -25.1117)
10818:(x,y) = (78.5576 , -24.8193)
10819:(x,y) = (77.8756 , -25.5507)
10820:(x,y) = (76.9301 , -25.8762)
10821:(x,y) = (75.9689 , -25.6006)
10822:(x,y) = (75.0126 , -25.893)
10823:(x,y) = (75.9331 , -25.5022)
10824:(x,y) = (75.3739 , -24.6732)
10825:(x,y) = (76.1619 , -24.0575)
10826:(x,y) = (77.1613 , -24.0226)
10827:(x,y) = (76.3952 , -23.3799)
10828:(x,y) = (75.6072 , -23.9955)
10829:(x,y) = (75.6072 , -22.9955)
10830:(x,y) = (76.3504 , -22.3264)
10831:(x,y) = (77.0575 , -21.6193)
10832:(x,y) = (76.137 , -22.01)
10833:(x,y) = (75.1444 , -21.8881)
10834:(x,y) = (74.3154 , -22.4473)
10835:(x,y) = (74.9714 , -21.6926)
10836:(x,y) = (74.7465 , -20.7183)
10837:(x,y) = (75.0221 , -21.6795)
10838:(x,y) = (74.2235 , -22.2813)
10839:(x,y) = (74.1537 , -21.2838)
10840:(x,y) = (73.2966 , -20.7687)
10841:(x,y) = (73.9394 , -20.0027)
10842:(x,y) = (73.0483 , -20.4567)
10843:(x,y) = (72.3792 , -19.7135)
10844:(x,y) = (73.3786 , -19.6786)
10845:(x,y) = (73.0202 , -18.745)
10846:(x,y) = (73.1594 , -17.7548)
10847:(x,y) = (72.2848 , -18.2396)
10848:(x,y) = (71.8 , -19.1142)
10849:(x,y) = (71.3932 , -20.0278)
10850:(x,y) = (71.6182 , -19.0534)
10851:(x,y) = (72.2873 , -19.7965)
10852:(x,y) = (72.4952 , -20.7747)
10853:(x,y) = (71.6662 , -20.2155)
10854:(x,y) = (72.5797 , -20.6222)
10855:(x,y) = (72.7362 , -21.6099)
10856:(x,y) = (73.2954 , -20.7809)
10857:(x,y) = (74.2226 , -21.1555)
10858:(x,y) = (74.7376 , -20.2983)
10859:(x,y) = (74.8074 , -21.2959)
10860:(x,y) = (75.182 , -20.3687)
10861:(x,y) = (74.9912 , -19.3871)
10862:(x,y) = (74.0095 , -19.5779)
10863:(x,y) = (74.027 , -20.5777)
10864:(x,y) = (73.1979 , -20.0185)
10865:(x,y) = (73.8926 , -19.2992)
10866:(x,y) = (74.6697 , -19.9285)
10867:(x,y) = (74.3277 , -20.8682)
10868:(x,y) = (73.4142 , -21.2749)
10869:(x,y) = (74.057 , -20.5089)
10870:(x,y) = (73.248 , -21.0967)
10871:(x,y) = (72.5533 , -21.816)
10872:(x,y) = (73.4443 , -22.27)
10873:(x,y) = (73.8827 , -23.1688)
10874:(x,y) = (73.2399 , -23.9348)
10875:(x,y) = (74.1462 , -24.3575)
10876:(x,y) = (74.8282 , -23.6261)
10877:(x,y) = (75.4973 , -24.3693)
10878:(x,y) = (74.4998 , -24.439)
10879:(x,y) = (73.5601 , -24.097)
10880:(x,y) = (73.9021 , -23.1573)
10881:(x,y) = (73.2201 , -22.4259)
10882:(x,y) = (72.8294 , -21.5054)
10883:(x,y) = (72.1222 , -22.2125)
10884:(x,y) = (72.2787 , -23.2002)
10885:(x,y) = (72.2961 , -22.2004)
10886:(x,y) = (71.4871 , -21.6126)
10887:(x,y) = (72.3934 , -22.0352)
10888:(x,y) = (72.8782 , -22.9098)
10889:(x,y) = (71.9577 , -23.3006)
10890:(x,y) = (71.4427 , -22.4434)
10891:(x,y) = (72.433 , -22.3042)
10892:(x,y) = (71.4354 , -22.2345)
10893:(x,y) = (72.1174 , -22.9658)
10894:(x,y) = (72.2738 , -23.9535)
10895:(x,y) = (71.3035 , -24.1954)
10896:(x,y) = (70.6742 , -24.9726)
10897:(x,y) = (70.2996 , -24.0454)
10898:(x,y) = (71.0189 , -24.7401)
10899:(x,y) = (71.6208 , -25.5387)
10900:(x,y) = (72.4399 , -24.9651)
10901:(x,y) = (71.4474 , -24.8432)
10902:(x,y) = (70.4548 , -24.7214)
10903:(x,y) = (71.4451 , -24.5822)
10904:(x,y) = (72.3906 , -24.9078)
10905:(x,y) = (73.122 , -24.2258)
10906:(x,y) = (74.0783 , -24.5181)
10907:(x,y) = (74.9612 , -24.0487)
10908:(x,y) = (74.2921 , -24.7918)
10909:(x,y) = (75.0692 , -24.1625)
10910:(x,y) = (75.5692 , -23.2965)
10911:(x,y) = (74.5844 , -23.1228)
10912:(x,y) = (75.2915 , -22.4157)
10913:(x,y) = (75.9986 , -21.7086)
10914:(x,y) = (75.9463 , -22.7072)
10915:(x,y) = (74.985 , -22.9829)
10916:(x,y) = (74.2904 , -22.2635)
10917:(x,y) = (74.9197 , -21.4864)
10918:(x,y) = (75.639 , -20.7917)
10919:(x,y) = (75.9147 , -19.8305)
10920:(x,y) = (75.3269 , -19.0215)
10921:(x,y) = (76.1255 , -18.4196)
10922:(x,y) = (76.8202 , -19.139)
10923:(x,y) = (75.8257 , -19.0345)
10924:(x,y) = (76.8105 , -19.2081)
10925:(x,y) = (76.5516 , -18.2422)
10926:(x,y) = (76.0668 , -19.1168)
10927:(x,y) = (76.0145 , -18.1182)
10928:(x,y) = (75.2265 , -18.7338)
10929:(x,y) = (74.2702 , -19.0262)
10930:(x,y) = (75.0249 , -18.3701)
10931:(x,y) = (74.4513 , -17.551)
10932:(x,y) = (73.9819 , -18.4339)
10933:(x,y) = (73.1528 , -18.9931)
10934:(x,y) = (74.149 , -18.906)
10935:(x,y) = (73.4177 , -19.588)
10936:(x,y) = (72.7749 , -18.8219)
10937:(x,y) = (72.0088 , -19.4647)
10938:(x,y) = (71.4642 , -18.626)
10939:(x,y) = (72.4636 , -18.6609)
10940:(x,y) = (72.2728 , -19.6426)
10941:(x,y) = (71.2752 , -19.7123)
10942:(x,y) = (72.0412 , -19.0695)
10943:(x,y) = (71.0437 , -18.9998)
10944:(x,y) = (70.3876 , -19.7545)
10945:(x,y) = (71.0033 , -20.5425)
10946:(x,y) = (71.9777 , -20.3176)
10947:(x,y) = (71.4185 , -21.1466)
10948:(x,y) = (70.7891 , -21.9237)
10949:(x,y) = (71.3338 , -21.0851)
10950:(x,y) = (70.3344 , -21.12)
10951:(x,y) = (71.3338 , -21.1549)
10952:(x,y) = (71.264 , -20.1573)
10953:(x,y) = (72.2543 , -20.0181)
10954:(x,y) = (72.9736 , -19.3235)
10955:(x,y) = (73.705 , -20.0055)
10956:(x,y) = (73.3143 , -19.085)
10957:(x,y) = (73.5731 , -20.0509)
10958:(x,y) = (73.781 , -21.029)
10959:(x,y) = (72.8605 , -21.4198)
10960:(x,y) = (73.8567 , -21.5069)
10961:(x,y) = (74.6553 , -22.1087)
10962:(x,y) = (75.5034 , -22.6387)
10963:(x,y) = (74.9587 , -23.4773)
10964:(x,y) = (75.6015 , -22.7113)
10965:(x,y) = (76.4925 , -23.1653)
10966:(x,y) = (76.3017 , -22.1836)
10967:(x,y) = (75.3017 , -22.1836)
10968:(x,y) = (74.3273 , -22.4086)
10969:(x,y) = (73.608 , -23.1033)
10970:(x,y) = (74.2508 , -22.3372)
10971:(x,y) = (75.0699 , -22.9108)
10972:(x,y) = (75.2436 , -23.8956)
10973:(x,y) = (76.0316 , -24.5113)
10974:(x,y) = (75.2544 , -23.8819)
10975:(x,y) = (76.1816 , -23.5073)
10976:(x,y) = (76.1816 , -24.5073)
10977:(x,y) = (77.0804 , -24.069)
10978:(x,y) = (76.8725 , -25.0471)
10979:(x,y) = (76.0845 , -24.4314)
10980:(x,y) = (76.2064 , -23.4389)
10981:(x,y) = (76.8755 , -24.182)
10982:(x,y) = (77.8536 , -23.9741)
10983:(x,y) = (78.4964 , -23.2081)
10984:(x,y) = (79.2625 , -23.8509)
10985:(x,y) = (79.8217 , -23.0218)
10986:(x,y) = (79.3066 , -23.879)
10987:(x,y) = (79.599 , -22.9227)
10988:(x,y) = (78.77 , -23.4819)
10989:(x,y) = (77.8245 , -23.1563)
10990:(x,y) = (76.9673 , -22.6413)
10991:(x,y) = (76.0927 , -23.1261)
10992:(x,y) = (75.5191 , -22.3069)
10993:(x,y) = (75.0651 , -21.4159)
10994:(x,y) = (75.1349 , -20.4184)
10995:(x,y) = (75.8169 , -19.687)
10996:(x,y) = (76.6155 , -20.2888)
10997:(x,y) = (77.1305 , -19.4317)
10998:(x,y) = (76.9741 , -18.444)
10999:(x,y) = (77.857 , -17.9745)
11000:(x,y) = (78.099 , -18.9448)
11001:(x,y) = (77.2418 , -18.4298)
11002:(x,y) = (76.5347 , -19.1369)
11003:(x,y) = (76.7766 , -18.1666)
11004:(x,y) = (76.4182 , -17.233)
11005:(x,y) = (75.9032 , -18.0902)
11006:(x,y) = (75.764 , -17.0999)
11007:(x,y) = (75.4884 , -18.0612)
11008:(x,y) = (75.4012 , -19.0574)
11009:(x,y) = (74.7321 , -19.8005)
11010:(x,y) = (75.5411 , -19.2127)
11011:(x,y) = (74.7864 , -19.8688)
11012:(x,y) = (73.7864 , -19.8688)
11013:(x,y) = (73.9601 , -20.8536)
11014:(x,y) = (73.9775 , -21.8534)
11015:(x,y) = (74.9557 , -21.6455)
11016:(x,y) = (74.0727 , -22.115)
11017:(x,y) = (74.9999 , -21.7404)
11018:(x,y) = (75.743 , -22.4095)
11019:(x,y) = (76.2125 , -21.5266)
11020:(x,y) = (75.2139 , -21.5789)
11021:(x,y) = (74.9215 , -20.6226)
11022:(x,y) = (74.1229 , -20.0208)
11023:(x,y) = (73.1229 , -20.0208)
11024:(x,y) = (73.0183 , -19.0263)
11025:(x,y) = (72.8104 , -18.0481)
11026:(x,y) = (72.1284 , -18.7795)
11027:(x,y) = (72.4868 , -19.713)
11028:(x,y) = (71.5413 , -19.3875)
11029:(x,y) = (72.3703 , -19.9467)
11030:(x,y) = (71.3922 , -20.1546)
11031:(x,y) = (72.1235 , -20.8366)
11032:(x,y) = (73.0979 , -21.0615)
11033:(x,y) = (73.6425 , -20.2229)
11034:(x,y) = (74.4716 , -19.6637)
11035:(x,y) = (75.3462 , -20.1485)
11036:(x,y) = (75.7846 , -21.0473)
11037:(x,y) = (76.7821 , -20.9775)
11038:(x,y) = (76.075 , -21.6846)
11039:(x,y) = (76.3507 , -20.7234)
11040:(x,y) = (75.7488 , -21.522)
11041:(x,y) = (75.0669 , -20.7906)
11042:(x,y) = (75.4895 , -21.6969)
11043:(x,y) = (75.7483 , -22.6629)
11044:(x,y) = (76.3501 , -21.8642)
11045:(x,y) = (76.558 , -20.8861)
11046:(x,y) = (75.5732 , -20.7124)
11047:(x,y) = (75.4168 , -21.7001)
11048:(x,y) = (75.2431 , -20.7153)
11049:(x,y) = (74.6275 , -19.9273)
11050:(x,y) = (73.6662 , -20.2029)
11051:(x,y) = (72.7599 , -19.7803)
11052:(x,y) = (72.4675 , -18.824)
11053:(x,y) = (71.6104 , -19.3391)
11054:(x,y) = (72.5239 , -19.7458)
11055:(x,y) = (71.6034 , -20.1365)
11056:(x,y) = (72.2854 , -20.8679)
11057:(x,y) = (71.3649 , -21.2586)
11058:(x,y) = (72.3574 , -21.1367)
11059:(x,y) = (73.3318 , -21.3617)
11060:(x,y) = (74.0749 , -20.6926)
11061:(x,y) = (73.1294 , -21.0181)
11062:(x,y) = (73.6886 , -21.8472)
11063:(x,y) = (74.5632 , -21.3624)
11064:(x,y) = (74.3213 , -22.3327)
11065:(x,y) = (73.4553 , -22.8327)
11066:(x,y) = (72.8396 , -23.6207)
11067:(x,y) = (73.2623 , -22.7144)
11068:(x,y) = (73.3146 , -21.7157)
11069:(x,y) = (74.1718 , -22.2308)
11070:(x,y) = (73.417 , -21.5747)
11071:(x,y) = (74.1831 , -22.2175)
11072:(x,y) = (73.9752 , -21.2394)
11073:(x,y) = (74.563 , -22.0484)
11074:(x,y) = (74.109 , -21.1574)
11075:(x,y) = (75 , -20.7034)
11076:(x,y) = (74.7581 , -21.6737)
11077:(x,y) = (75.0504 , -22.63)
11078:(x,y) = (75.376 , -23.5755)
11079:(x,y) = (74.7069 , -24.3186)
11080:(x,y) = (75.2804 , -23.4995)
11081:(x,y) = (76.2791 , -23.5518)
11082:(x,y) = (77.1996 , -23.1611)
11083:(x,y) = (78.0286 , -22.6019)
11084:(x,y) = (77.1457 , -23.0714)
11085:(x,y) = (78.1455 , -23.0888)
11086:(x,y) = (77.6156 , -23.9369)
11087:(x,y) = (76.6645 , -23.6279)
11088:(x,y) = (76.9234 , -22.6619)
11089:(x,y) = (76.5007 , -23.5682)
11090:(x,y) = (75.6436 , -23.0532)
11091:(x,y) = (75.1896 , -22.1622)
11092:(x,y) = (75.9089 , -22.8568)
11093:(x,y) = (76.7281 , -23.4304)
11094:(x,y) = (77.6791 , -23.1214)
11095:(x,y) = (76.8311 , -23.6513)
11096:(x,y) = (77.5002 , -22.9082)
11097:(x,y) = (77.1746 , -23.8537)
11098:(x,y) = (76.3175 , -23.3387)
11099:(x,y) = (75.6104 , -22.6316)
11100:(x,y) = (74.8443 , -23.2743)
11101:(x,y) = (73.9046 , -22.9323)
11102:(x,y) = (74.7433 , -23.477)
11103:(x,y) = (75.5419 , -24.0788)
11104:(x,y) = (75.2663 , -23.1175)
11105:(x,y) = (75.3708 , -22.123)
11106:(x,y) = (74.6277 , -22.7921)
11107:(x,y) = (74.0399 , -23.6011)
11108:(x,y) = (73.6015 , -24.4999)
11109:(x,y) = (72.7269 , -24.0151)
11110:(x,y) = (72.519 , -23.037)
11111:(x,y) = (73.0038 , -23.9116)
11112:(x,y) = (73.9435 , -23.5696)
11113:(x,y) = (74.9429 , -23.6045)
11114:(x,y) = (75.8417 , -24.0428)
11115:(x,y) = (75.1856 , -24.7976)
11116:(x,y) = (76.1843 , -24.8499)
11117:(x,y) = (76.2888 , -23.8554)
11118:(x,y) = (76.1669 , -24.8479)
11119:(x,y) = (76.4759 , -23.8969)
11120:(x,y) = (75.5424 , -24.2552)
11121:(x,y) = (75.7843 , -25.2255)
11122:(x,y) = (74.7966 , -25.382)
11123:(x,y) = (73.8761 , -24.9912)
11124:(x,y) = (73.361 , -24.1341)
11125:(x,y) = (73.5347 , -23.1493)
11126:(x,y) = (73.0499 , -24.0239)
11127:(x,y) = (73.8046 , -23.3678)
11128:(x,y) = (74.6792 , -23.8526)
11129:(x,y) = (75.5364 , -23.3376)
11130:(x,y) = (74.5388 , -23.2678)
11131:(x,y) = (73.5572 , -23.4586)
11132:(x,y) = (72.5756 , -23.6494)
11133:(x,y) = (73.5415 , -23.3906)
11134:(x,y) = (74.4403 , -22.9523)
11135:(x,y) = (73.4555 , -22.7786)
11136:(x,y) = (74.3384 , -23.2481)
11137:(x,y) = (73.9801 , -24.1817)
11138:(x,y) = (74.6994 , -23.487)
11139:(x,y) = (73.8904 , -24.0748)
11140:(x,y) = (73.9253 , -25.0742)
11141:(x,y) = (74.8708 , -24.7486)
11142:(x,y) = (75.7618 , -24.2946)
11143:(x,y) = (74.7959 , -24.0358)
11144:(x,y) = (75.7522 , -23.7434)
11145:(x,y) = (75.1504 , -24.5421)
11146:(x,y) = (75.9794 , -23.9829)
11147:(x,y) = (75.5727 , -24.8964)
11148:(x,y) = (76.304 , -25.5784)
11149:(x,y) = (75.3224 , -25.3876)
11150:(x,y) = (74.3408 , -25.5784)
11151:(x,y) = (75.2068 , -25.0784)
11152:(x,y) = (75.1545 , -24.0798)
11153:(x,y) = (76.0941 , -23.7378)
11154:(x,y) = (76.6092 , -22.8806)
11155:(x,y) = (76.6789 , -21.883)
11156:(x,y) = (76.5053 , -20.8982)
11157:(x,y) = (77.0203 , -21.7554)
11158:(x,y) = (76.4047 , -20.9674)
11159:(x,y) = (76.9493 , -21.8061)
11160:(x,y) = (76.0358 , -22.2128)
11161:(x,y) = (76.595 , -23.0418)
11162:(x,y) = (77.5875 , -22.92)
11163:(x,y) = (78.4067 , -22.3464)
11164:(x,y) = (77.4285 , -22.5543)
11165:(x,y) = (78.2672 , -22.0097)
11166:(x,y) = (78.4921 , -21.0353)
11167:(x,y) = (77.5309 , -20.7596)
11168:(x,y) = (76.6321 , -20.3213)
11169:(x,y) = (77.6266 , -20.4258)
